45,14,25,20,26,5,11
8,21,13,7,23,34,38
4,48,35,33,43,18,29
8,45,24,38,32,19,9
48,8,47,16,5,17,13
26,6,33,16,29,28,27
12,21,10,40,33,5,7
30,17,40,5,19,11,36
15,23,4,21,9,8,24
20,12,21,45,36,25,42
6,4,49,21,35,25,47
45,24,15,20,31,27,28
23,24,31,26,25,2,12
22,39,38,42,8,43,25
20,48,42,9,18,45,21
17,46,7,39,2,20,38
8,25,47,7,42,21,17
8,45,25,26,44,22,12
9,49,31,28,46,44,4
48,42,46,16,11,32,2
16,43,6,2,3,49,38
48,12,38,47,39,14,2
26,42,17,47,1,29,8
23,26,36,30,49,47,19
23,44,28,8,6,47,7
24,8,44,20,34,30,40
7,46,18,38,13,39,17
48,22,3,31,32,17,8
35,4,30,7,12,27,36
23,14,43,8,40,32,27
41,24,11,47,32,35,10
11,13,28,27,25,3,44
22,37,4,40,46,15,1
37,28,4,36,46,48,30
30,31,13,23,39,12,6
43,44,18,24,22,49,12
15,40,47,18,36,42,20
29,9,33,24,14,17,16
11,43,24,29,31,10,42
34,29,11,9,2,32,37
45,42,33,23,17,32,24
7,11,40,33,24,31,4
47,35,7,39,18,26,43
31,15,37,46,39,28,23
45,39,37,36,26,43,35
17,15,25,3,13,22,4
19,29,32,36,33,44,26
14,43,2,48,7,25,12
42,35,31,28,14,9,38
14,35,24,49,29,20,43
14,27,18,3,43,45,1
43,48,5,12,22,44,18
11,3,38,12,28,27,9
19,33,34,8,46,6,28
20,19,5,26,18,22,25
7,33,46,41,18,47,44
29,12,25,6,43,35,10
17,31,22,14,24,23,16
22,8,19,14,3,9,47
20,10,1,41,13,31,19
33,18,20,11,9,2,27
46,38,23,30,13,21,15
45,40,25,32,14,9,19
32,18,29,48,38,23,30
47,18,29,15,4,1,20
46,3,14,8,2,6,36
14,34,48,5,15,35,47
25,28,26,19,7,20,27
37,33,41,46,2,10,27
47,11,17,49,46,43,23
1,12,26,31,13,17,30
10,23,9,18,38,49,21
22,45,18,42,31,44,36
7,33,4,31,5,3,20
38,35,15,32,25,22,21
23,26,31,28,5,3,29
28,7,13,5,25,15,32
33,29,11,34,4,1,37
14,28,46,5,24,35,8
33,41,8,13,29,18,11
22,47,45,7,29,1,18
35,15,34,40,36,33,19
3,14,28,1,21,2,26
36,42,3,38,23,20,14
9,7,16,12,14,35,5
16,13,17,30,40,24,34
32,31,11,5,8,12,10
21,37,36,22,5,20,10
40,15,10,49,5,27,1
49,1,32,21,19,36,41
2,31,47,8,39,49,11
49,23,13,44,16,30,42
11,1,15,35,45,39,22
9,15,27,20,34,11,25
38,11,34,16,17,4,46
32,24,19,13,49,23,30
3,37,26,35,7,6,31
4,45,37,39,30,16,44
1,46,13,48,45,12,33
19,42,49,30,17,41,33
36,42,6,18,32,22,10
4,38,12,11,35,48,49
29,23,25,47,26,35,4
5,37,17,4,35,9,46
49,9,20,7,6,38,24
46,14,6,39,4,3,25
4,47,49,19,26,31,34
42,6,22,34,47,37,9
38,17,47,48,12,35,1
6,25,16,1,48,17,3
4,14,40,45,22,35,36
17,7,49,18,32,41,43
40,36,24,12,43,44,14
34,45,20,40,18,30,11
49,19,22,45,26,31,21
36,39,11,48,2,42,27
15,11,32,47,5,38,40
13,30,36,14,27,22,38
29,30,24,23,47,17,7
36,43,14,10,13,38,32
41,44,11,19,26,45,16
31,11,46,3,7,36,47
36,25,1,21,39,3,11
43,12,21,31,4,3,19
36,2,34,21,30,27,15
46,19,49,35,27,33,2
46,20,47,27,13,11,10
9,37,1,20,36,10,32
47,34,14,35,31,24,23
22,30,43,35,24,4,18
10,39,11,37,44,28,36
13,30,2,20,19,47,22
20,21,40,38,24,34,16
7,20,24,46,12,29,21
24,44,11,18,25,2,15
2,11,39,1,25,4,5
5,31,1,27,48,7,19
9,1,11,2,30,13,25
6,39,25,16,40,7,31
20,40,12,44,7,34,1
7,20,28,17,1,19,8
48,43,45,13,49,22,42
46,30,18,14,44,40,16
33,46,22,29,48,13,14
38,41,22,7,12,30,3
10,45,6,41,42,34,25
41,1,25,28,7,27,44
26,21,2,40,36,47,9
3,48,43,20,34,47,38
43,19,37,14,40,9,36
25,38,28,35,49,48,12
36,13,32,29,19,38,33
46,37,20,21,39,47,30
32,2,34,26,48,49,46
8,23,22,37,29,38,41
34,46,8,49,9,45,3
22,20,36,11,13,44,21
42,27,7,17,2,29,10
16,48,9,22,28,47,39
17,4,35,48,49,39,37
20,27,5,34,25,31,8
27,38,31,37,32,42,6
25,13,40,44,1,8,30
5,7,13,38,40,22,32
22,32,17,49,34,35,48
18,21,36,41,10,43,35
21,4,22,19,34,10,13
6,27,14,48,34,37,23
42,12,23,14,18,36,25
24,21,6,33,18,15,37
32,37,42,13,31,2,25
17,2,11,33,46,8,43
7,38,22,31,46,34,37
44,4,22,28,10,5,33
33,9,42,43,23,12,36
11,38,24,40,33,48,14
37,27,36,43,23,49,10
38,28,26,24,32,17,4
20,27,46,26,32,34,12
12,30,11,22,40,46,33
33,19,30,46,22,6,25
24,32,46,11,36,25,49
18,8,27,19,47,49,30
40,44,45,31,19,39,4
5,20,11,23,43,14,22
6,24,1,42,40,15,38
10,3,47,48,2,9,37
2,48,30,25,13,22,21
43,37,2,5,15,21,19
36,8,18,15,22,6,49
24,22,16,46,8,34,40
14,13,36,45,20,26,18
24,21,46,14,18,11,2
47,42,34,4,44,12,45
40,29,49,10,12,5,41
21,41,42,13,1,27,34
29,32,39,21,40,11,5
38,23,8,21,42,3,41
1,32,20,25,9,21,10
8,30,7,5,6,33,38
11,18,33,14,48,16,40
8,30,39,46,26,3,12
45,17,7,13,39,15,47
44,12,2,21,28,26,38
31,12,5,24,29,4,32
23,34,2,12,38,10,5
27,3,25,36,6,11,44
29,1,8,26,6,28,4
38,27,17,6,16,18,44
48,32,23,1,3,24,27
24,46,16,41,10,11,5
44,22,43,3,47,32,29
28,42,46,14,43,36,29
28,22,41,18,37,25,33
37,49,23,26,39,38,28
25,46,34,7,19,31,20
49,21,7,5,30,17,37
1,22,29,48,13,36,10
30,34,8,43,40,47,32
46,10,17,33,32,9,20
29,24,32,3,1,37,25
11,24,26,21,8,37,18
21,32,4,46,16,20,37
30,15,14,23,21,29,36
1,27,12,49,44,36,29
42,39,41,32,48,11,24
6,35,33,47,28,4,15
7,15,14,18,48,39,46
4,12,22,30,31,40,41
47,48,23,10,14,20,30
49,18,42,40,15,29,1
18,29,36,34,48,35,44
13,40,27,16,26,41,48
8,35,12,28,16,43,40
48,1,28,7,12,4,25
39,36,29,21,28,27,10
7,8,25,12,37,14,1
33,14,5,17,3,35,18
24,15,38,18,21,11,36
12,8,30,49,15,14,22
2,19,30,34,24,35,45
46,32,47,27,24,23,44
37,25,40,23,6,38,30
30,46,7,24,18,48,26
40,36,28,25,33,27,9
37,40,11,10,35,5,31
41,47,49,19,12,45,42
46,9,16,18,2,32,21
38,10,32,45,36,18,8
22,35,21,37,16,18,40
15,31,38,48,33,5,16
41,28,26,2,11,7,45
26,22,4,43,34,17,31
35,47,28,10,17,22,46
32,29,7,44,49,37,34
7,40,23,49,1,5,14
16,45,22,17,30,33,2
3,9,11,28,42,19,23
14,9,44,15,43,4,25
21,37,47,23,34,22,16
38,21,31,29,48,44,9
38,15,32,34,19,24,10
12,7,48,44,37,20,40
42,34,41,43,36,28,35
26,14,32,43,40,10,28
39,11,16,1,10,4,34
5,16,22,13,19,20,32
34,16,1,2,17,3,48
36,44,47,45,41,5,22
27,43,34,36,13,26,41
5,26,43,48,31,6,21
40,35,46,25,13,20,43
26,1,18,41,44,38,23
35,34,19,30,38,17,12
17,22,45,31,26,1,32
37,36,35,10,29,28,16
48,23,6,14,36,37,19
14,34,6,2,15,27,11
14,22,16,31,40,41,12
27,38,16,6,18,44,24
27,20,8,9,29,38,5
13,19,1,31,46,45,35
24,8,42,46,31,7,20
45,31,44,8,14,11,10
37,26,17,13,27,46,44
49,40,17,20,42,2,5
9,25,29,44,10,35,18
13,32,21,5,22,31,3
11,48,15,42,43,25,20
30,39,34,48,1,9,11
2,17,3,49,38,23,27
21,45,38,40,35,34,41
49,37,25,22,45,10,18
24,14,36,19,23,49,3
12,3,8,9,10,6,15
48,31,13,37,35,7,28
25,49,23,29,14,24,5
11,42,16,25,46,32,9
49,21,44,39,32,31,6
3,44,6,5,47,21,16
19,44,40,35,12,36,34
25,5,35,15,14,2,32
6,32,48,31,37,25,3
5,35,16,17,7,32,29
1,38,17,48,14,31,37
27,2,17,13,7,32,3
17,36,23,28,43,16,33
14,44,38,31,5,28,20
9,27,21,17,11,13,24
1,35,15,19,5,3,47
28,26,32,11,40,45,48
42,36,15,35,48,10,22
1,33,48,42,31,39,17
45,1,48,14,3,7,41
46,41,20,3,23,45,38
1,14,43,49,27,47,28
24,4,21,45,38,13,46
18,26,27,44,48,11,30
34,25,47,14,46,36,27
8,35,11,10,34,37,49
43,1,11,48,29,44,41
4,41,29,7,11,20,22
25,18,14,45,38,9,23
34,32,7,23,20,45,39
44,31,13,26,2,4,36
40,19,11,39,45,29,16
21,13,49,26,28,24,1
27,48,46,45,44,25,42
16,34,30,7,31,26,12
17,20,47,43,15,48,4
2,38,21,41,5,11,32
48,26,27,29,6,5,4
16,1,23,8,15,37,38
23,44,33,1,22,21,26
40,49,44,32,41,37,48
37,49,5,31,3,34,41
26,31,19,32,45,8,40
19,35,37,20,9,11,5
41,33,49,44,35,7,48
27,32,47,5,1,28,14
8,22,27,21,38,49,30
44,30,47,39,37,21,8
20,46,28,38,29,25,43
44,23,1,25,18,24,3
3,45,41,34,25,26,36
26,23,2,19,31,49,44
43,45,7,25,49,14,41
41,29,23,26,31,33,4
18,40,7,2,17,9,45
33,27,26,44,38,48,23
38,36,12,8,17,28,4
10,12,42,32,1,40,15
4,34,30,22,33,13,29
47,45,9,18,26,28,3
7,42,30,48,16,3,37
9,21,1,37,11,35,22
38,37,43,42,5,30,28
31,17,16,43,44,24,12
48,11,31,21,42,14,23
28,42,38,25,15,27,33
47,1,29,26,27,16,2
20,32,30,41,23,46,40
42,12,2,9,38,28,1
11,36,34,32,45,28,44
48,38,23,5,4,41,22
9,30,49,31,45,41,11
3,10,25,35,6,37,39
30,2,5,9,1,43,48
42,19,21,26,2,22,11
19,46,9,25,34,35,38
13,44,37,4,39,7,20
49,7,27,47,45,23,17
4,6,25,10,38,49,20
6,10,44,38,1,39,15
46,47,29,22,23,40,43
2,36,42,28,3,33,27
10,19,44,6,49,1,14
46,11,13,35,5,43,42
4,10,48,41,47,33,22
47,6,12,35,27,21,39
4,30,28,36,39,13,17
26,42,44,10,3,41,39
3,30,16,21,14,9,32
31,18,23,34,20,39,26
17,6,42,26,45,1,25
10,42,15,5,49,24,17
15,30,10,31,47,5,2
8,30,10,33,4,14,12
24,36,42,20,28,44,13
2,11,37,43,40,24,1
40,10,3,9,46,23,24
1,3,26,35,30,9,29
44,27,13,23,34,26,38
23,28,14,6,17,4,20
17,20,23,4,11,36,10
40,43,39,26,33,46,9
6,1,16,7,38,39,25
13,17,15,40,49,31,5
46,23,17,36,47,10,20
27,8,48,10,47,33,1
45,34,40,36,21,16,15
20,2,37,42,35,3,40
45,34,29,18,42,20,37
8,48,10,39,45,32,35
8,22,49,4,3,30,37
3,20,12,36,10,4,38
47,30,42,9,36,23,28
11,3,15,13,39,9,34
34,20,13,25,19,35,21
22,10,11,18,33,49,21
33,35,34,31,49,1,26
26,40,38,28,14,12,32
37,49,6,17,47,15,9
1,2,20,49,14,12,8
44,6,25,1,40,30,32
11,2,18,44,34,1,3
25,10,31,8,15,29,11
49,44,34,3,46,45,11
41,31,30,18,28,33,49
32,23,15,34,18,3,17
29,6,30,34,45,5,3
22,46,37,10,7,14,21
2,39,1,37,21,48,4
5,31,32,11,40,39,43
17,12,28,6,25,42,37
49,6,24,45,33,2,9
18,3,22,46,6,38,27
32,35,14,28,23,22,19
17,7,41,28,47,27,24
30,27,21,13,33,18,9
44,24,16,41,49,17,4
6,31,44,39,3,33,15
14,5,10,18,34,30,25
38,31,17,20,14,35,30
7,29,36,3,26,4,46
32,14,49,2,5,19,16
14,12,4,33,13,36,34
30,23,19,36,5,39,24
7,29,36,43,18,12,34
7,18,12,42,11,39,28
15,43,13,17,9,45,31
27,6,29,31,11,40,23
41,42,2,37,9,17,22
22,45,24,38,43,18,25
28,32,17,18,27,35,5
33,43,32,12,31,34,29
35,47,19,7,28,36,9
17,37,11,44,38,45,43
13,28,39,17,15,31,33
40,27,35,48,3,9,20
15,19,9,41,30,49,24
31,43,36,6,14,22,21
35,26,31,21,48,15,23
22,21,47,7,43,12,35
22,40,19,2,28,38,4
5,1,18,10,2,12,23
12,9,30,38,48,42,36
38,1,28,21,12,45,43
29,34,31,36,45,47,15
19,5,33,31,47,30,26
37,10,35,22,36,28,34
36,8,33,41,27,17,10
23,47,30,34,32,49,13
4,6,19,30,7,48,9
21,5,34,18,14,37,45
22,21,36,19,8,10,11
16,21,42,45,26,15,31
2,26,7,39,18,6,17
29,40,35,45,11,20,5
16,22,21,48,4,31,17
13,3,20,47,40,45,33
23,34,21,47,1,43,37
28,18,21,20,31,34,5
36,11,40,24,23,34,8
8,23,18,42,15,33,11
25,19,45,39,7,46,2
46,43,33,29,20,37,12
24,3,43,6,44,35,31
24,25,30,6,8,9,46
39,24,42,40,13,17,22
41,23,32,24,49,13,22
19,22,27,40,26,4,43
45,8,33,49,26,41,27
3,32,25,49,4,36,37
49,38,48,40,9,34,39
22,46,33,8,48,12,45
8,41,49,44,47,1,46
26,47,3,6,1,38,23
34,38,42,2,3,22,39
8,10,5,42,20,49,47
35,4,27,14,32,49,37
14,16,4,13,7,6,33
36,11,4,20,26,33,34
36,25,33,31,39,9,41
5,12,23,4,31,22,20
1,45,30,36,7,9,37
1,38,5,31,24,14,32
34,10,35,33,8,22,11
41,18,21,16,34,33,35
48,36,29,23,12,3,6
5,9,45,19,18,29,26
48,7,25,11,12,32,49
25,46,9,2,29,21,4
48,4,31,46,49,39,8
7,22,48,44,45,16,35
20,23,25,13,16,33,34
17,41,37,24,29,42,6
44,46,7,49,2,39,43
37,23,15,49,8,39,9
44,14,21,18,29,12,9
33,3,41,5,9,23,24
29,20,33,11,10,41,15
48,10,38,1,47,44,19
41,6,7,2,26,19,21
37,13,49,1,41,34,15
22,43,45,24,6,16,31
5,12,25,47,18,20,34
11,26,3,6,38,2,17
6,19,21,36,7,3,5
12,28,5,30,47,15,34
29,47,30,2,32,48,13
34,4,43,35,10,25,14
45,14,8,40,20,23,9
18,31,6,8,4,24,39
44,41,37,46,19,3,16
22,49,28,18,33,43,25
10,29,5,38,28,46,36
8,28,26,12,16,43,40
48,13,2,30,3,33,21
15,28,48,45,43,3,16
37,41,10,31,18,43,30
49,33,12,38,14,27,15
12,1,8,45,26,9,29
41,4,5,35,27,3,19
10,49,45,38,40,33,28
45,37,18,22,5,30,11
12,19,20,28,30,6,24
15,12,48,6,13,4,28
44,4,38,24,40,14,2
32,41,34,3,33,13,29
27,48,14,11,2,47,39
29,23,40,24,12,3,37
38,48,9,15,4,37,12
28,4,6,45,12,17,1
38,30,36,1,37,40,17
23,27,49,29,30,33,32
23,22,41,17,16,13,38
33,18,7,46,47,45,8
16,49,6,2,29,4,17
49,20,11,26,12,18,38
22,5,38,27,1,9,16
32,22,12,8,1,21,44
37,25,34,36,27,21,2
2,8,12,16,24,41,23
23,33,7,3,21,17,12
43,28,13,15,21,19,17
1,10,47,42,34,8,18
43,31,17,6,5,21,3
46,44,47,41,21,28,13
40,22,3,42,8,16,9
39,42,48,32,23,4,29
22,8,46,30,36,28,11
42,47,34,15,35,41,28
39,34,28,5,37,17,22
37,9,7,42,45,24,5
34,30,7,31,16,45,41
30,5,22,23,11,47,19
21,34,19,6,4,25,29
18,25,47,31,46,36,20
42,23,26,27,1,48,47
39,43,33,16,20,9,30
39,2,45,44,38,19,40
39,16,13,1,35,31,47
2,48,15,26,43,19,3
38,29,18,44,40,23,39
12,15,43,45,21,1,3
7,8,43,15,9,16,42
7,41,33,44,14,22,27
24,34,25,48,43,3,30
43,33,28,44,19,47,4
21,25,42,43,18,47,35
30,43,33,38,31,29,37
41,3,17,34,9,35,7
21,6,11,25,18,12,14
7,35,29,5,26,19,47
22,30,20,8,14,13,23
1,13,19,40,18,21,37
40,7,12,1,15,25,2
13,4,32,15,17,18,30
22,49,31,5,4,24,40
49,20,8,7,34,27,18
41,31,44,13,46,9,32
49,21,30,31,23,15,19
49,31,18,10,41,20,34
26,1,46,39,44,4,35
18,1,11,23,39,16,30
9,20,37,40,16,19,24
9,18,21,14,41,10,5
9,15,28,19,33,21,3
13,34,48,15,7,23,40
10,11,47,23,18,6,27
48,14,38,12,4,39,21
43,9,38,47,23,10,29
42,6,22,29,41,19,32
6,10,39,40,37,46,25
48,4,13,24,30,45,33
4,47,15,25,22,43,24
31,46,39,16,25,32,33
8,31,3,33,40,45,18
11,13,41,38,20,36,16
40,32,37,9,6,49,42
7,48,32,34,3,13,22
26,22,34,10,49,3,19
39,42,35,30,13,6,1
30,6,27,34,49,22,44
1,24,15,23,27,7,25
19,33,44,37,47,7,3
23,43,1,49,46,26,13
35,12,30,21,15,31,23
38,49,14,46,40,21,44
45,17,29,46,10,33,11
1,16,30,38,29,48,11
32,7,2,26,12,15,44
30,9,18,11,34,6,19
34,38,37,27,3,18,43
29,15,21,32,44,3,28
46,25,13,18,1,44,7
6,2,5,7,1,22,42
41,36,30,4,43,19,7
11,37,10,23,1,28,21
30,44,47,38,49,12,31
18,11,5,2,9,20,37
39,37,3,24,12,36,33
22,44,12,47,10,11,4
20,23,44,25,31,4,27
34,41,40,5,45,33,37
8,43,35,25,34,42,37
29,40,4,7,34,16,18
49,18,31,9,27,34,5
6,24,25,17,29,20,14
7,49,27,4,47,39,19
17,18,15,43,23,27,35
10,41,23,32,43,31,37
41,48,27,30,34,15,1
21,17,18,38,7,36,46
44,42,15,41,31,5,45
14,2,17,47,28,24,39
11,32,48,1,46,15,43
37,40,32,46,11,1,10
30,48,28,42,36,35,1
19,39,36,1,11,47,20
12,41,22,46,18,10,49
10,34,40,11,12,48,31
45,26,41,18,38,35,31
3,5,46,37,39,10,36
37,17,26,38,45,43,41
40,7,49,48,11,6,18
39,32,35,27,31,7,6
25,48,43,6,30,39,11
15,46,5,48,42,18,39
4,31,35,40,32,2,26
33,34,17,26,3,2,15
45,19,33,30,23,17,1
2,13,28,49,41,27,45
20,39,7,28,25,33,6
34,42,47,40,6,17,18
24,7,42,5,15,48,9
35,17,41,30,14,18,43
5,42,31,37,9,30,48
39,14,43,23,6,19,22
45,6,27,29,22,46,18
14,26,40,32,39,7,28
26,48,10,49,6,34,23
18,12,47,6,25,2,35
15,49,14,38,37,36,48
11,25,48,6,49,27,31
19,46,42,22,5,45,3
47,17,2,21,39,22,31
5,33,46,14,26,15,8
49,23,46,34,16,42,14
35,6,13,42,11,2,37
37,20,26,42,39,25,18
15,32,36,18,39,25,19
39,43,6,46,21,40,41
41,29,6,27,3,31,1
15,22,43,44,32,6,34
39,25,7,34,45,42,27
41,6,16,32,14,20,7
33,43,44,35,26,5,4
13,21,49,9,42,34,8
26,45,48,10,20,30,35
46,45,47,9,36,34,12
42,18,41,16,24,49,17
23,5,29,14,20,38,46
16,29,3,8,5,35,47
23,42,39,36,47,38,8
15,11,24,20,3,13,41
18,9,14,13,11,39,45
38,7,23,13,36,20,14
21,24,8,29,25,33,28
14,18,16,9,23,48,46
8,2,40,21,24,16,23
8,27,26,42,33,16,38
48,22,24,27,28,38,33
18,36,10,29,41,27,49
30,49,7,32,15,36,9
12,10,32,15,47,39,34
4,5,31,43,6,39,33
27,1,3,12,39,31,43
13,31,4,17,6,11,25
24,7,47,32,45,29,3
25,12,20,35,28,13,27
46,43,33,27,28,11,39
40,16,39,6,4,7,8
42,46,41,31,1,15,37
27,44,34,45,31,10,2
32,42,11,8,43,24,15
6,44,33,10,2,19,5
5,9,30,29,6,31,21
26,29,49,14,47,39,16
32,25,34,21,11,22,7
17,32,45,28,40,9,34
30,32,29,40,26,25,6
15,7,2,33,14,21,1
33,32,17,29,6,14,35
30,35,23,25,7,15,40
23,12,49,10,17,34,4
21,48,41,34,26,16,18
8,47,18,13,10,36,31
22,25,15,47,11,45,13
43,7,47,37,5,44,40
15,13,45,10,21,6,31
5,10,43,23,34,28,27
31,4,34,39,18,16,1
23,18,44,19,20,45,10
38,48,10,18,15,20,17
48,17,34,10,1,12,5
40,5,1,42,41,13,45
7,29,21,37,20,18,33
37,46,1,31,6,48,2
32,1,12,24,7,11,29
37,10,43,42,21,6,4
34,27,8,24,26,37,36
10,22,11,3,43,20,31
13,49,5,44,17,12,45
32,37,43,40,24,30,35
5,33,7,22,2,35,43
42,23,12,35,19,8,44
2,26,18,5,47,25,44
40,36,25,30,18,48,49
29,19,26,33,23,16,39
16,8,26,17,39,15,12
7,40,29,38,37,27,4
21,19,37,35,48,22,7
46,20,22,21,2,16,36
46,11,10,3,6,34,38
20,32,6,23,8,37,43
9,11,17,4,45,36,30
44,42,15,10,6,40,47
17,31,18,49,42,37,46
28,22,29,21,31,18,13
8,42,44,46,29,30,27
40,43,15,27,22,24,37
5,36,34,14,30,4,9
21,4,24,39,12,45,28
16,3,34,31,43,33,12
23,36,20,49,42,27,26
1,47,7,44,41,11,42
2,35,11,28,5,8,48
29,33,45,7,36,43,26
17,28,9,40,6,44,3
40,41,12,16,32,44,3
6,42,20,27,14,36,38
13,32,21,48,29,37,20
48,15,9,33,26,27,46
10,32,45,8,40,23,18
7,9,45,37,20,22,28
30,26,31,45,37,3,40
18,40,47,33,1,13,12
25,40,48,31,21,13,3
25,8,15,29,37,14,45
23,43,24,9,32,35,41
30,41,25,16,37,28,31
46,2,32,33,4,37,39
46,27,17,47,9,5,48
27,11,36,21,24,8,28
43,7,26,41,9,2,44
47,38,49,36,20,8,21
47,3,19,43,7,37,1
26,18,28,45,34,16,20
4,27,28,23,22,45,19
12,41,4,38,25,36,15
5,28,30,29,10,25,11
40,48,46,9,22,39,6
39,2,13,3,9,29,6
25,46,4,40,37,47,28
33,38,46,7,18,8,15
19,34,28,17,1,36,47
48,9,46,37,24,36,17
48,35,14,37,40,26,32
44,45,8,28,7,42,11
9,36,44,12,47,37,29
27,4,40,18,39,17,36
19,9,6,15,37,36,30
2,48,39,29,40,9,24
31,20,26,10,46,19,33
13,20,28,1,24,36,2
29,13,44,21,43,26,38
15,8,2,21,49,1,23
22,28,45,32,35,24,3
1,43,45,24,37,19,14
32,47,8,21,19,40,28
40,9,11,1,33,12,24
40,32,9,21,4,33,49
44,1,16,18,7,41,29
16,29,37,31,40,41,24
9,7,10,18,35,36,44
40,33,49,15,7,29,16
30,10,18,16,49,7,15
15,20,10,32,14,24,17
31,45,33,4,21,37,8
40,6,34,33,31,11,18
49,36,37,44,5,1,30
9,33,39,36,35,49,13
18,16,49,3,15,9,8
8,40,33,44,23,34,16
6,45,37,10,2,27,15
6,26,10,22,19,27,2
23,11,19,12,32,34,22
9,12,8,46,37,35,43
27,13,11,49,5,35,1
33,20,21,10,18,34,15
23,8,31,28,38,20,39
29,48,36,18,12,5,9
14,2,18,13,42,11,3
43,31,18,9,10,40,16
29,9,31,45,30,49,15
48,38,23,25,13,27,24
1,19,13,44,27,24,9
37,39,49,9,1,41,44
21,17,34,7,4,15,20
29,21,40,12,23,38,15
18,12,34,16,19,5,33
33,29,7,18,45,40,13
35,46,19,27,49,24,12
46,11,10,41,16,19,4
49,23,30,11,33,34,36
19,17,6,11,23,26,42
7,39,31,21,9,6,42
18,1,32,40,10,48,45
6,43,23,3,11,39,41
28,35,37,4,29,49,15
39,40,32,31,14,46,4
4,39,18,47,23,27,42
2,49,11,6,5,23,26
25,47,33,5,28,41,40
